year_month,date,Level,Name,Series,Permits
202505,May 2025,City/Other,Avondale Estates,Multi-Family,0
202506,Jun 2025,City/Other,Avondale Estates,Multi-Family,0
202507,Jul 2025,City/Other,Avondale Estates,Multi-Family,0
202508,Aug 2025,City/Other,Avondale Estates,Multi-Family,0
202509,Sep 2025,City/Other,Avondale Estates,Multi-Family,66
202510,Oct 2025,City/Other,Avondale Estates,Multi-Family,0
202511,Nov 2025,City/Other,Avondale Estates,Multi-Family,0
202512,Dec 2025,City/Other,Avondale Estates,Multi-Family,0
202407,Jul 2024,City/Other,Ball Ground,Multi-Family,0
202408,Aug 2024,City/Other,Ball Ground,Multi-Family,0
202409,Sep 2024,City/Other,Ball Ground,Multi-Family,0
202410,Oct 2024,City/Other,Ball Ground,Multi-Family,0
202411,Nov 2024,City/Other,Ball Ground,Multi-Family,0
202412,Dec 2024,City/Other,Ball Ground,Multi-Family,0
202501,Jan 2025,City/Other,Ball Ground,Multi-Family,0
202502,Feb 2025,City/Other,Ball Ground,Multi-Family,0
202503,Mar 2025,City/Other,Ball Ground,Multi-Family,0
202504,Apr 2025,City/Other,Ball Ground,Multi-Family,0
202505,May 2025,City/Other,Ball Ground,Multi-Family,0
202506,Jun 2025,City/Other,Ball Ground,Multi-Family,0
202507,Jul 2025,City/Other,Ball Ground,Multi-Family,0
202508,Aug 2025,City/Other,Ball Ground,Multi-Family,0
202509,Sep 2025,City/Other,Ball Ground,Multi-Family,0
202510,Oct 2025,City/Other,Ball Ground,Multi-Family,0
202511,Nov 2025,City/Other,Ball Ground,Multi-Family,0
202512,Dec 2025,City/Other,Ball Ground,Multi-Family,0
202407,Jul 2024,City/Other,Berkeley Lake,Multi-Family,0
202408,Aug 2024,City/Other,Berkeley Lake,Multi-Family,0
202409,Sep 2024,City/Other,Berkeley Lake,Multi-Family,0
202410,Oct 2024,City/Other,Berkeley Lake,Multi-Family,0
202411,Nov 2024,City/Other,Berkeley Lake,Multi-Family,0
202412,Dec 2024,City/Other,Berkeley Lake,Multi-Family,0
202501,Jan 2025,City/Other,Berkeley Lake,Multi-Family,0
202502,Feb 2025,City/Other,Berkeley Lake,Multi-Family,0
202503,Mar 2025,City/Other,Berkeley Lake,Multi-Family,0
202504,Apr 2025,City/Other,Berkeley Lake,Multi-Family,0
202505,May 2025,City/Other,Berkeley Lake,Multi-Family,0
202506,Jun 2025,City/Other,Berkeley Lake,Multi-Family,0
202507,Jul 2025,City/Other,Berkeley Lake,Multi-Family,0
202508,Aug 2025,City/Other,Berkeley Lake,Multi-Family,0
202509,Sep 2025,City/Other,Berkeley Lake,Multi-Family,0
202510,Oct 2025,City/Other,Berkeley Lake,Multi-Family,0
202511,Nov 2025,City/Other,Berkeley Lake,Multi-Family,0
202512,Dec 2025,City/Other,Berkeley Lake,Multi-Family,0
202407,Jul 2024,City/Other,Brookhaven,Multi-Family,0
202408,Aug 2024,City/Other,Brookhaven,Multi-Family,0
202409,Sep 2024,City/Other,Brookhaven,Multi-Family,0
202410,Oct 2024,City/Other,Brookhaven,Multi-Family,0
202411,Nov 2024,City/Other,Brookhaven,Multi-Family,0
202412,Dec 2024,City/Other,Brookhaven,Multi-Family,0
202501,Jan 2025,City/Other,Brookhaven,Multi-Family,0
202502,Feb 2025,City/Other,Brookhaven,Multi-Family,0
202503,Mar 2025,City/Other,Brookhaven,Multi-Family,0
202504,Apr 2025,City/Other,Brookhaven,Multi-Family,0
202505,May 2025,City/Other,Brookhaven,Multi-Family,0
202506,Jun 2025,City/Other,Brookhaven,Multi-Family,0
202507,Jul 2025,City/Other,Brookhaven,Multi-Family,0
202508,Aug 2025,City/Other,Brookhaven,Multi-Family,0
202509,Sep 2025,City/Other,Brookhaven,Multi-Family,0
202510,Oct 2025,City/Other,Brookhaven,Multi-Family,0
202511,Nov 2025,City/Other,Brookhaven,Multi-Family,0
202512,Dec 2025,City/Other,Brookhaven,Multi-Family,0
202407,Jul 2024,City/Other,Buford,Multi-Family,0
202408,Aug 2024,City/Other,Buford,Multi-Family,0
202409,Sep 2024,City/Other,Buford,Multi-Family,0
202410,Oct 2024,City/Other,Buford,Multi-Family,0
202411,Nov 2024,City/Other,Buford,Multi-Family,0
202412,Dec 2024,City/Other,Buford,Multi-Family,0
202501,Jan 2025,City/Other,Buford,Multi-Family,0
202502,Feb 2025,City/Other,Buford,Multi-Family,0
202503,Mar 2025,City/Other,Buford,Multi-Family,0
202504,Apr 2025,City/Other,Buford,Multi-Family,0
202505,May 2025,City/Other,Buford,Multi-Family,0
202506,Jun 2025,City/Other,Buford,Multi-Family,0
202507,Jul 2025,City/Other,Buford,Multi-Family,0
202508,Aug 2025,City/Other,Buford,Multi-Family,0
202509,Sep 2025,City/Other,Buford,Multi-Family,0
202510,Oct 2025,City/Other,Buford,Multi-Family,0
202511,Nov 2025,City/Other,Buford,Multi-Family,0
202512,Dec 2025,City/Other,Buford,Multi-Family,0
202407,Jul 2024,City/Other,Canton,Multi-Family,0
202408,Aug 2024,City/Other,Canton,Multi-Family,308
202409,Sep 2024,City/Other,Canton,Multi-Family,0
202410,Oct 2024,City/Other,Canton,Multi-Family,0
202411,Nov 2024,City/Other,Canton,Multi-Family,0
202412,Dec 2024,City/Other,Canton,Multi-Family,0
202501,Jan 2025,City/Other,Canton,Multi-Family,0
202502,Feb 2025,City/Other,Canton,Multi-Family,5
202503,Mar 2025,City/Other,Canton,Multi-Family,2
202504,Apr 2025,City/Other,Canton,Multi-Family,0
202505,May 2025,City/Other,Canton,Multi-Family,0
202506,Jun 2025,City/Other,Canton,Multi-Family,0
202507,Jul 2025,City/Other,Canton,Multi-Family,0
202508,Aug 2025,City/Other,Canton,Multi-Family,0
202509,Sep 2025,City/Other,Canton,Multi-Family,0
202510,Oct 2025,City/Other,Canton,Multi-Family,0
202511,Nov 2025,City/Other,Canton,Multi-Family,0
202512,Dec 2025,City/Other,Canton,Multi-Family,0
202407,Jul 2024,City/Other,Chamblee,Multi-Family,14
202408,Aug 2024,City/Other,Chamblee,Multi-Family,0
202409,Sep 2024,City/Other,Chamblee,Multi-Family,0
202410,Oct 2024,City/Other,Chamblee,Multi-Family,0
202411,Nov 2024,City/Other,Chamblee,Multi-Family,11
202412,Dec 2024,City/Other,Chamblee,Multi-Family,0
202501,Jan 2025,City/Other,Chamblee,Multi-Family,0
202502,Feb 2025,City/Other,Chamblee,Multi-Family,0
202503,Mar 2025,City/Other,Chamblee,Multi-Family,0
202504,Apr 2025,City/Other,Chamblee,Multi-Family,0
202505,May 2025,City/Other,Chamblee,Multi-Family,0
202506,Jun 2025,City/Other,Chamblee,Multi-Family,67
202507,Jul 2025,City/Other,Chamblee,Multi-Family,0
202508,Aug 2025,City/Other,Chamblee,Multi-Family,0
202509,Sep 2025,City/Other,Chamblee,Multi-Family,300
202510,Oct 2025,City/Other,Chamblee,Multi-Family,0
202511,Nov 2025,City/Other,Chamblee,Multi-Family,0
202512,Dec 2025,City/Other,Chamblee,Multi-Family,0
202407,Jul 2024,City/Other,Chattahoochee Hills,Multi-Family,0
202408,Aug 2024,City/Other,Chattahoochee Hills,Multi-Family,0
202409,Sep 2024,City/Other,Chattahoochee Hills,Multi-Family,0
202410,Oct 2024,City/Other,Chattahoochee Hills,Multi-Family,0
202411,Nov 2024,City/Other,Chattahoochee Hills,Multi-Family,0
202412,Dec 2024,City/Other,Chattahoochee Hills,Multi-Family,0
202501,Jan 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202502,Feb 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202503,Mar 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202504,Apr 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202505,May 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202506,Jun 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202507,Jul 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202508,Aug 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202509,Sep 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202510,Oct 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202511,Nov 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202512,Dec 2025,City/Other,Chattahoochee Hills,Multi-Family,0
202407,Jul 2024,County,Cherokee,Multi-Family,0
202408,Aug 2024,County,Cherokee,Multi-Family,308
202409,Sep 2024,County,Cherokee,Multi-Family,0
202410,Oct 2024,County,Cherokee,Multi-Family,0
202411,Nov 2024,County,Cherokee,Multi-Family,0
202412,Dec 2024,County,Cherokee,Multi-Family,0
202501,Jan 2025,County,Cherokee,Multi-Family,0
202502,Feb 2025,County,Cherokee,Multi-Family,17
202503,Mar 2025,County,Cherokee,Multi-Family,2
202504,Apr 2025,County,Cherokee,Multi-Family,0
202505,May 2025,County,Cherokee,Multi-Family,12
202506,Jun 2025,County,Cherokee,Multi-Family,0
202507,Jul 2025,County,Cherokee,Multi-Family,0
202508,Aug 2025,County,Cherokee,Multi-Family,0
202509,Sep 2025,County,Cherokee,Multi-Family,0
202510,Oct 2025,County,Cherokee,Multi-Family,0
202511,Nov 2025,County,Cherokee,Multi-Family,2
202512,Dec 2025,County,Cherokee,Multi-Family,0
202407,Jul 2024,City/Other,Clarkston,Multi-Family,0
202408,Aug 2024,City/Other,Clarkston,Multi-Family,0
202409,Sep 2024,City/Other,Clarkston,Multi-Family,0
202410,Oct 2024,City/Other,Clarkston,Multi-Family,0
202411,Nov 2024,City/Other,Clarkston,Multi-Family,0
202412,Dec 2024,City/Other,Clarkston,Multi-Family,0
202501,Jan 2025,City/Other,Clarkston,Multi-Family,0
202502,Feb 2025,City/Other,Clarkston,Multi-Family,0
202503,Mar 2025,City/Other,Clarkston,Multi-Family,0
202504,Apr 2025,City/Other,Clarkston,Multi-Family,0
202505,May 2025,City/Other,Clarkston,Multi-Family,0
202506,Jun 2025,City/Other,Clarkston,Multi-Family,0
202507,Jul 2025,City/Other,Clarkston,Multi-Family,0
202508,Aug 2025,City/Other,Clarkston,Multi-Family,0
202509,Sep 2025,City/Other,Clarkston,Multi-Family,0
202510,Oct 2025,City/Other,Clarkston,Multi-Family,0
202511,Nov 2025,City/Other,Clarkston,Multi-Family,0
202512,Dec 2025,City/Other,Clarkston,Multi-Family,0
202407,Jul 2024,County,Clayton,Multi-Family,0
202408,Aug 2024,County,Clayton,Multi-Family,0
202409,Sep 2024,County,Clayton,Multi-Family,0
202410,Oct 2024,County,Clayton,Multi-Family,12
202411,Nov 2024,County,Clayton,Multi-Family,0
202412,Dec 2024,County,Clayton,Multi-Family,0
202501,Jan 2025,County,Clayton,Multi-Family,0
202502,Feb 2025,County,Clayton,Multi-Family,30
202503,Mar 2025,County,Clayton,Multi-Family,15
202504,Apr 2025,County,Clayton,Multi-Family,101
202505,May 2025,County,Clayton,Multi-Family,5
202506,Jun 2025,County,Clayton,Multi-Family,53
202507,Jul 2025,County,Clayton,Multi-Family,37
202508,Aug 2025,County,Clayton,Multi-Family,20
202509,Sep 2025,County,Clayton,Multi-Family,5
202510,Oct 2025,County,Clayton,Multi-Family,72
202511,Nov 2025,County,Clayton,Multi-Family,28
202512,Dec 2025,County,Clayton,Multi-Family,5
202407,Jul 2024,County,Cobb,Multi-Family,31
202408,Aug 2024,County,Cobb,Multi-Family,8
202409,Sep 2024,County,Cobb,Multi-Family,5
202410,Oct 2024,County,Cobb,Multi-Family,0
202411,Nov 2024,County,Cobb,Multi-Family,10
202412,Dec 2024,County,Cobb,Multi-Family,8
202501,Jan 2025,County,Cobb,Multi-Family,24
202502,Feb 2025,County,Cobb,Multi-Family,34
202503,Mar 2025,County,Cobb,Multi-Family,14
202504,Apr 2025,County,Cobb,Multi-Family,19
202505,May 2025,County,Cobb,Multi-Family,20
202506,Jun 2025,County,Cobb,Multi-Family,18
202507,Jul 2025,County,Cobb,Multi-Family,19
202508,Aug 2025,County,Cobb,Multi-Family,80
202509,Sep 2025,County,Cobb,Multi-Family,19
202510,Oct 2025,County,Cobb,Multi-Family,25
202511,Nov 2025,County,Cobb,Multi-Family,17
202512,Dec 2025,County,Cobb,Multi-Family,13
202407,Jul 2024,City/Other,College Park,Multi-Family,0
202408,Aug 2024,City/Other,College Park,Multi-Family,0
202409,Sep 2024,City/Other,College Park,Multi-Family,0
202410,Oct 2024,City/Other,College Park,Multi-Family,0
202411,Nov 2024,City/Other,College Park,Multi-Family,0
202412,Dec 2024,City/Other,College Park,Multi-Family,0
202501,Jan 2025,City/Other,College Park,Multi-Family,0
202502,Feb 2025,City/Other,College Park,Multi-Family,0
202503,Mar 2025,City/Other,College Park,Multi-Family,180
202504,Apr 2025,City/Other,College Park,Multi-Family,0
202505,May 2025,City/Other,College Park,Multi-Family,0
202506,Jun 2025,City/Other,College Park,Multi-Family,0
202507,Jul 2025,City/Other,College Park,Multi-Family,0
202508,Aug 2025,City/Other,College Park,Multi-Family,0
202509,Sep 2025,City/Other,College Park,Multi-Family,72
202510,Oct 2025,City/Other,College Park,Multi-Family,0
202511,Nov 2025,City/Other,College Park,Multi-Family,0
202512,Dec 2025,City/Other,College Park,Multi-Family,0
202407,Jul 2024,City/Other,Conyers,Multi-Family,0
202408,Aug 2024,City/Other,Conyers,Multi-Family,0
202409,Sep 2024,City/Other,Conyers,Multi-Family,0
202410,Oct 2024,City/Other,Conyers,Multi-Family,0
202411,Nov 2024,City/Other,Conyers,Multi-Family,0
202412,Dec 2024,City/Other,Conyers,Multi-Family,0
202501,Jan 2025,City/Other,Conyers,Multi-Family,0
202502,Feb 2025,City/Other,Conyers,Multi-Family,0
202503,Mar 2025,City/Other,Conyers,Multi-Family,0
202504,Apr 2025,City/Other,Conyers,Multi-Family,0
202505,May 2025,City/Other,Conyers,Multi-Family,0
202506,Jun 2025,City/Other,Conyers,Multi-Family,0
202507,Jul 2025,City/Other,Conyers,Multi-Family,0
202508,Aug 2025,City/Other,Conyers,Multi-Family,0
202509,Sep 2025,City/Other,Conyers,Multi-Family,0
202510,Oct 2025,City/Other,Conyers,Multi-Family,0
202511,Nov 2025,City/Other,Conyers,Multi-Family,0
202512,Dec 2025,City/Other,Conyers,Multi-Family,0
202407,Jul 2024,City/Other,Cumming,Multi-Family,0
202408,Aug 2024,City/Other,Cumming,Multi-Family,428
202409,Sep 2024,City/Other,Cumming,Multi-Family,0
202410,Oct 2024,City/Other,Cumming,Multi-Family,0
202411,Nov 2024,City/Other,Cumming,Multi-Family,0
202412,Dec 2024,City/Other,Cumming,Multi-Family,48
202501,Jan 2025,City/Other,Cumming,Multi-Family,0
202502,Feb 2025,City/Other,Cumming,Multi-Family,0
202503,Mar 2025,City/Other,Cumming,Multi-Family,2
202504,Apr 2025,City/Other,Cumming,Multi-Family,0
202505,May 2025,City/Other,Cumming,Multi-Family,0
202506,Jun 2025,City/Other,Cumming,Multi-Family,0
202507,Jul 2025,City/Other,Cumming,Multi-Family,0
202508,Aug 2025,City/Other,Cumming,Multi-Family,0
202509,Sep 2025,City/Other,Cumming,Multi-Family,0
202510,Oct 2025,City/Other,Cumming,Multi-Family,0
202511,Nov 2025,City/Other,Cumming,Multi-Family,0
202512,Dec 2025,City/Other,Cumming,Multi-Family,10
202407,Jul 2024,City/Other,Dacula,Multi-Family,0
202408,Aug 2024,City/Other,Dacula,Multi-Family,0
202409,Sep 2024,City/Other,Dacula,Multi-Family,0
202410,Oct 2024,City/Other,Dacula,Multi-Family,0
202411,Nov 2024,City/Other,Dacula,Multi-Family,0
202412,Dec 2024,City/Other,Dacula,Multi-Family,224
202501,Jan 2025,City/Other,Dacula,Multi-Family,0
202502,Feb 2025,City/Other,Dacula,Multi-Family,96
202503,Mar 2025,City/Other,Dacula,Multi-Family,0
202504,Apr 2025,City/Other,Dacula,Multi-Family,0
202505,May 2025,City/Other,Dacula,Multi-Family,0
202506,Jun 2025,City/Other,Dacula,Multi-Family,0
202507,Jul 2025,City/Other,Dacula,Multi-Family,0
202508,Aug 2025,City/Other,Dacula,Multi-Family,0
202509,Sep 2025,City/Other,Dacula,Multi-Family,0
202510,Oct 2025,City/Other,Dacula,Multi-Family,0
202511,Nov 2025,City/Other,Dacula,Multi-Family,0
202512,Dec 2025,City/Other,Dacula,Multi-Family,0
202407,Jul 2024,County,DeKalb,Multi-Family,14
202408,Aug 2024,County,DeKalb,Multi-Family,0
202409,Sep 2024,County,DeKalb,Multi-Family,0
202410,Oct 2024,County,DeKalb,Multi-Family,0
202411,Nov 2024,County,DeKalb,Multi-Family,11
202412,Dec 2024,County,DeKalb,Multi-Family,0
202501,Jan 2025,County,DeKalb,Multi-Family,77
202502,Feb 2025,County,DeKalb,Multi-Family,0
202503,Mar 2025,County,DeKalb,Multi-Family,4
202504,Apr 2025,County,DeKalb,Multi-Family,0
202505,May 2025,County,DeKalb,Multi-Family,0
202506,Jun 2025,County,DeKalb,Multi-Family,67
202507,Jul 2025,County,DeKalb,Multi-Family,0
202508,Aug 2025,County,DeKalb,Multi-Family,0
202509,Sep 2025,County,DeKalb,Multi-Family,368
202510,Oct 2025,County,DeKalb,Multi-Family,0
202511,Nov 2025,County,DeKalb,Multi-Family,0
202512,Dec 2025,County,DeKalb,Multi-Family,5
202407,Jul 2024,City/Other,Decatur,Multi-Family,0
202408,Aug 2024,City/Other,Decatur,Multi-Family,0
202409,Sep 2024,City/Other,Decatur,Multi-Family,0
202410,Oct 2024,City/Other,Decatur,Multi-Family,0
202411,Nov 2024,City/Other,Decatur,Multi-Family,0
202412,Dec 2024,City/Other,Decatur,Multi-Family,0
202501,Jan 2025,City/Other,Decatur,Multi-Family,0
202502,Feb 2025,City/Other,Decatur,Multi-Family,0
202503,Mar 2025,City/Other,Decatur,Multi-Family,0
202504,Apr 2025,City/Other,Decatur,Multi-Family,0
202505,May 2025,City/Other,Decatur,Multi-Family,0
202506,Jun 2025,City/Other,Decatur,Multi-Family,0
202507,Jul 2025,City/Other,Decatur,Multi-Family,0
202508,Aug 2025,City/Other,Decatur,Multi-Family,0
202509,Sep 2025,City/Other,Decatur,Multi-Family,0
202510,Oct 2025,City/Other,Decatur,Multi-Family,0
202511,Nov 2025,City/Other,Decatur,Multi-Family,0
202512,Dec 2025,City/Other,Decatur,Multi-Family,0
202407,Jul 2024,City/Other,Doraville,Multi-Family,0
202408,Aug 2024,City/Other,Doraville,Multi-Family,0
202409,Sep 2024,City/Other,Doraville,Multi-Family,0
202410,Oct 2024,City/Other,Doraville,Multi-Family,0
202411,Nov 2024,City/Other,Doraville,Multi-Family,0
202412,Dec 2024,City/Other,Doraville,Multi-Family,0
202501,Jan 2025,City/Other,Doraville,Multi-Family,0
202502,Feb 2025,City/Other,Doraville,Multi-Family,0
202503,Mar 2025,City/Other,Doraville,Multi-Family,0
202504,Apr 2025,City/Other,Doraville,Multi-Family,0
202505,May 2025,City/Other,Doraville,Multi-Family,0
202506,Jun 2025,City/Other,Doraville,Multi-Family,0
202507,Jul 2025,City/Other,Doraville,Multi-Family,0
202508,Aug 2025,City/Other,Doraville,Multi-Family,0
202509,Sep 2025,City/Other,Doraville,Multi-Family,0
202510,Oct 2025,City/Other,Doraville,Multi-Family,0
202511,Nov 2025,City/Other,Doraville,Multi-Family,0
202512,Dec 2025,City/Other,Doraville,Multi-Family,0
202407,Jul 2024,County,Douglas,Multi-Family,0
202408,Aug 2024,County,Douglas,Multi-Family,0
202409,Sep 2024,County,Douglas,Multi-Family,0
202410,Oct 2024,County,Douglas,Multi-Family,10
202411,Nov 2024,County,Douglas,Multi-Family,0
202412,Dec 2024,County,Douglas,Multi-Family,33
202501,Jan 2025,County,Douglas,Multi-Family,108
202502,Feb 2025,County,Douglas,Multi-Family,0
202503,Mar 2025,County,Douglas,Multi-Family,32
202504,Apr 2025,County,Douglas,Multi-Family,7
202505,May 2025,County,Douglas,Multi-Family,2
202506,Jun 2025,County,Douglas,Multi-Family,6
202507,Jul 2025,County,Douglas,Multi-Family,7
202508,Aug 2025,County,Douglas,Multi-Family,0
202509,Sep 2025,County,Douglas,Multi-Family,0
202510,Oct 2025,County,Douglas,Multi-Family,211
202511,Nov 2025,County,Douglas,Multi-Family,0
202512,Dec 2025,County,Douglas,Multi-Family,0
202407,Jul 2024,City/Other,Douglasville,Multi-Family,0
202408,Aug 2024,City/Other,Douglasville,Multi-Family,0
202409,Sep 2024,City/Other,Douglasville,Multi-Family,0
202410,Oct 2024,City/Other,Douglasville,Multi-Family,10
202411,Nov 2024,City/Other,Douglasville,Multi-Family,0
202412,Dec 2024,City/Other,Douglasville,Multi-Family,33
202501,Jan 2025,City/Other,Douglasville,Multi-Family,108
202502,Feb 2025,City/Other,Douglasville,Multi-Family,0
202503,Mar 2025,City/Other,Douglasville,Multi-Family,32
202504,Apr 2025,City/Other,Douglasville,Multi-Family,7
202505,May 2025,City/Other,Douglasville,Multi-Family,2
202506,Jun 2025,City/Other,Douglasville,Multi-Family,6
202507,Jul 2025,City/Other,Douglasville,Multi-Family,7
202508,Aug 2025,City/Other,Douglasville,Multi-Family,0
202509,Sep 2025,City/Other,Douglasville,Multi-Family,0
202510,Oct 2025,City/Other,Douglasville,Multi-Family,0
202511,Nov 2025,City/Other,Douglasville,Multi-Family,0
202512,Dec 2025,City/Other,Douglasville,Multi-Family,0
202407,Jul 2024,City/Other,Duluth,Multi-Family,0
202408,Aug 2024,City/Other,Duluth,Multi-Family,0
202409,Sep 2024,City/Other,Duluth,Multi-Family,0
202410,Oct 2024,City/Other,Duluth,Multi-Family,0
202411,Nov 2024,City/Other,Duluth,Multi-Family,0
202412,Dec 2024,City/Other,Duluth,Multi-Family,0
202501,Jan 2025,City/Other,Duluth,Multi-Family,0
202502,Feb 2025,City/Other,Duluth,Multi-Family,0
202503,Mar 2025,City/Other,Duluth,Multi-Family,0
202504,Apr 2025,City/Other,Duluth,Multi-Family,0
202505,May 2025,City/Other,Duluth,Multi-Family,0
202506,Jun 2025,City/Other,Duluth,Multi-Family,0
202507,Jul 2025,City/Other,Duluth,Multi-Family,0
202508,Aug 2025,City/Other,Duluth,Multi-Family,0
202509,Sep 2025,City/Other,Duluth,Multi-Family,0
202510,Oct 2025,City/Other,Duluth,Multi-Family,0
202511,Nov 2025,City/Other,Duluth,Multi-Family,0
202512,Dec 2025,City/Other,Duluth,Multi-Family,0
202407,Jul 2024,City/Other,Dunwoody,Multi-Family,0
202408,Aug 2024,City/Other,Dunwoody,Multi-Family,0
202409,Sep 2024,City/Other,Dunwoody,Multi-Family,0
202410,Oct 2024,City/Other,Dunwoody,Multi-Family,0
202411,Nov 2024,City/Other,Dunwoody,Multi-Family,0
202412,Dec 2024,City/Other,Dunwoody,Multi-Family,0
202501,Jan 2025,City/Other,Dunwoody,Multi-Family,0
202502,Feb 2025,City/Other,Dunwoody,Multi-Family,0
202503,Mar 2025,City/Other,Dunwoody,Multi-Family,0
202504,Apr 2025,City/Other,Dunwoody,Multi-Family,0
202505,May 2025,City/Other,Dunwoody,Multi-Family,0
202506,Jun 2025,City/Other,Dunwoody,Multi-Family,0
202507,Jul 2025,City/Other,Dunwoody,Multi-Family,0
202508,Aug 2025,City/Other,Dunwoody,Multi-Family,0
202509,Sep 2025,City/Other,Dunwoody,Multi-Family,0
202510,Oct 2025,City/Other,Dunwoody,Multi-Family,0
202511,Nov 2025,City/Other,Dunwoody,Multi-Family,0
202512,Dec 2025,City/Other,Dunwoody,Multi-Family,0
202407,Jul 2024,City/Other,East Point,Multi-Family,6
202408,Aug 2024,City/Other,East Point,Multi-Family,7
202409,Sep 2024,City/Other,East Point,Multi-Family,5
202410,Oct 2024,City/Other,East Point,Multi-Family,5
202411,Nov 2024,City/Other,East Point,Multi-Family,5
202412,Dec 2024,City/Other,East Point,Multi-Family,6
202501,Jan 2025,City/Other,East Point,Multi-Family,7
202502,Feb 2025,City/Other,East Point,Multi-Family,6
202503,Mar 2025,City/Other,East Point,Multi-Family,6
202504,Apr 2025,City/Other,East Point,Multi-Family,5
202505,May 2025,City/Other,East Point,Multi-Family,5
202506,Jun 2025,City/Other,East Point,Multi-Family,5
202507,Jul 2025,City/Other,East Point,Multi-Family,5
202508,Aug 2025,City/Other,East Point,Multi-Family,6
202509,Sep 2025,City/Other,East Point,Multi-Family,5
202510,Oct 2025,City/Other,East Point,Multi-Family,7
202511,Nov 2025,City/Other,East Point,Multi-Family,5
202512,Dec 2025,City/Other,East Point,Multi-Family,5
202407,Jul 2024,City/Other,Fairburn,Multi-Family,0
202408,Aug 2024,City/Other,Fairburn,Multi-Family,0
202409,Sep 2024,City/Other,Fairburn,Multi-Family,0
202410,Oct 2024,City/Other,Fairburn,Multi-Family,0
202411,Nov 2024,City/Other,Fairburn,Multi-Family,0
202412,Dec 2024,City/Other,Fairburn,Multi-Family,0
202501,Jan 2025,City/Other,Fairburn,Multi-Family,0
202502,Feb 2025,City/Other,Fairburn,Multi-Family,18
202503,Mar 2025,City/Other,Fairburn,Multi-Family,18
202504,Apr 2025,City/Other,Fairburn,Multi-Family,0
202505,May 2025,City/Other,Fairburn,Multi-Family,0
202506,Jun 2025,City/Other,Fairburn,Multi-Family,0
202507,Jul 2025,City/Other,Fairburn,Multi-Family,0
202508,Aug 2025,City/Other,Fairburn,Multi-Family,0
202509,Sep 2025,City/Other,Fairburn,Multi-Family,0
202510,Oct 2025,City/Other,Fairburn,Multi-Family,0
202511,Nov 2025,City/Other,Fairburn,Multi-Family,0
202512,Dec 2025,City/Other,Fairburn,Multi-Family,0
202407,Jul 2024,County,Fayette,Multi-Family,0
202408,Aug 2024,County,Fayette,Multi-Family,0
202409,Sep 2024,County,Fayette,Multi-Family,0
202410,Oct 2024,County,Fayette,Multi-Family,0
202411,Nov 2024,County,Fayette,Multi-Family,0
202412,Dec 2024,County,Fayette,Multi-Family,0
202501,Jan 2025,County,Fayette,Multi-Family,0
202502,Feb 2025,County,Fayette,Multi-Family,0
202503,Mar 2025,County,Fayette,Multi-Family,0
202504,Apr 2025,County,Fayette,Multi-Family,0
202505,May 2025,County,Fayette,Multi-Family,0
202506,Jun 2025,County,Fayette,Multi-Family,0
202507,Jul 2025,County,Fayette,Multi-Family,0
202508,Aug 2025,County,Fayette,Multi-Family,0
202509,Sep 2025,County,Fayette,Multi-Family,0
202510,Oct 2025,County,Fayette,Multi-Family,0
202511,Nov 2025,County,Fayette,Multi-Family,0
202512,Dec 2025,County,Fayette,Multi-Family,0
202407,Jul 2024,City/Other,Fayetteville,Multi-Family,0
202408,Aug 2024,City/Other,Fayetteville,Multi-Family,0
202409,Sep 2024,City/Other,Fayetteville,Multi-Family,0
202410,Oct 2024,City/Other,Fayetteville,Multi-Family,0
202411,Nov 2024,City/Other,Fayetteville,Multi-Family,0
202412,Dec 2024,City/Other,Fayetteville,Multi-Family,0
202501,Jan 2025,City/Other,Fayetteville,Multi-Family,0
202502,Feb 2025,City/Other,Fayetteville,Multi-Family,0
202503,Mar 2025,City/Other,Fayetteville,Multi-Family,0
202504,Apr 2025,City/Other,Fayetteville,Multi-Family,0
202505,May 2025,City/Other,Fayetteville,Multi-Family,0
202506,Jun 2025,City/Other,Fayetteville,Multi-Family,0
202507,Jul 2025,City/Other,Fayetteville,Multi-Family,0
202508,Aug 2025,City/Other,Fayetteville,Multi-Family,0
202509,Sep 2025,City/Other,Fayetteville,Multi-Family,0
202510,Oct 2025,City/Other,Fayetteville,Multi-Family,0
202511,Nov 2025,City/Other,Fayetteville,Multi-Family,0
202512,Dec 2025,City/Other,Fayetteville,Multi-Family,0
202407,Jul 2024,City/Other,Forest Park,Multi-Family,0
202408,Aug 2024,City/Other,Forest Park,Multi-Family,0
202409,Sep 2024,City/Other,Forest Park,Multi-Family,0
202410,Oct 2024,City/Other,Forest Park,Multi-Family,0
202411,Nov 2024,City/Other,Forest Park,Multi-Family,0
